39.0, 12, 790.32, 308.95
39.0, 11, 522.92, 269.32
39.0, 9, 102.27, 629.42
39.0, 8, 633.62, 206.26
39.0, 7, 1036.16, 349.21
39.0, 6, 758.37, 549.59
39.0, 5, 868.70, 540.23
39.0, 4, 74.76, 121.25
39.0, 3, 176.20, 440.12
39.0, 2, 474.78, 376.82
39.0, 1, 1044.14, 467.42
40.0, 44, 745.74, 101.18
40.0, 27, 241.84, 370.40
40.0, 25, 677.74, 153.26
40.0, 23, 1206.47, 419.69
40.0, 18, 405.50, 276.05
40.0, 16, 485.55, 141.01
40.0, 13, 1239.58, 183.83
40.0, 12, 791.09, 308.16
40.0, 11, 522.40, 268.20
40.0, 9, 103.29, 630.32
40.0, 8, 633.82, 206.65
40.0, 7, 1037.90, 351.03
40.0, 6, 756.82, 548.75
40.0, 5, 866.72, 540.76
40.0, 4, 74.72, 121.19
40.0, 3, 175.59, 442.26
40.0, 2, 474.43, 374.13
40.0, 1, 1045.97, 469.58
41.0, 44, 745.89, 100.89
41.0, 27, 241.71, 370.07
41.0, 25, 678.21, 153.69
41.0, 23, 1205.02, 419.03
41.0, 18, 405.53, 277.84
41.0, 16, 485.33, 139.93
41.0, 13, 1240.44, 185.73
41.0, 12, 791.86, 306.37
41.0, 11, 521.66, 265.89
41.0, 9, 103.89, 630.95
41.0, 8, 634.11, 207.81
41.0, 7, 1038.87, 355.35
41.0, 6, 755.78, 548.10
41.0, 5, 864.01, 540.80
41.0, 4, 74.68, 121.13
41.0, 3, 174.76, 443.86
41.0, 2, 474.61, 370.93
41.0, 1, 1048.18, 471.40
42.0, 44, 745.98, 101.07
42.0, 27, 241.89, 369.88
42.0, 25, 678.32, 154.37
42.0, 23, 1203.72, 418.30
42.0, 18, 405.50, 279.33
42.0, 13, 1241.41, 189.15
42.0, 12, 792.35, 304.91
42.0, 11, 521.38, 264.04
42.0, 9, 104.58, 631.60
42.0, 8, 634.19, 210.81
42.0, 7, 1040.34, 361.21
42.0, 6, 754.00, 547.79
42.0, 5, 861.45, 542.76
42.0, 4, 74.64, 121.13
42.0, 3, 173.86, 445.04
42.0, 2, 474.84, 366.98
42.0, 1, 1050.46, 472.35
43.0, 47, 9.95, 85.11
43.0, 44, 746.86, 101.58
43.0, 27, 242.13, 370.11
43.0, 25, 678.75, 156.55
43.0, 23, 1201.68, 414.59
43.0, 18, 405.55, 280.70
43.0, 13, 1242.23, 192.77
43.0, 12, 793.47, 300.82
43.0, 11, 520.98, 261.68
43.0, 9, 106.15, 632.44
43.0, 8, 634.57, 212.58
43.0, 7, 1041.13, 368.47
43.0, 6, 752.43, 545.88
43.0, 5, 857.05, 543.52
43.0, 4, 74.66, 121.16
43.0, 3, 171.76, 446.91
43.0, 2, 474.76, 361.27
43.0, 1, 1052.77, 473.21
44.0, 49, 1182.81, 139.94
